domain,length,digit_ratio,special_chars,subdomains,has_long_random,has_idn,is_base64,is_hex_encoded,avg_subdomain_length,max_subdomain_length,domain_entropy,has_repeated_patterns,has_consecutive_chars,label
post.30752b2dc56bdae72e6baf33efe505b696868c167d3a44aa581883bab.9c3e74d2fddb1c4c87ccce09b09f1aa907d440f5c64969ab1fed020f.a32a179d0ce2eaf31217dc819c17000df4c69aa07cb4375aafa5f4b7.a5a1b6136.714e2cfa.bot.hackbiji.top,212,0.5,0,8,1,0,1,0,25.125,57,4.308499088762914,0,0,1
post.3d4a503a6cf656c27b848d6505abf5e24875152639d41b7891b781e11.464d4ffdfe30625996f3d4e712cc4788497b739c3519ed591b7ff3d3.e8eca0e477efb2c4a09502f6890dfd4c33309f5f88fe705b6b9d2817.363721aa7.337cecb6.bot.hackbiji.top,212,0.5801886792452831,0,8,1,0,1,0,25.125,57,4.32992037029235,0,0,1
post.140.030fa4695.5a6d07fe.bot.hackbiji.top,44,0.3181818181818182,0,6,0,0,0,0,5.833333333333333,9,4.282739857027812,0,0,1
post.3165d7a78f6e137249d5dac3bce29185b366637a45eaeed05f923903e.b6252909b6c37483b102fdef8344c68088646bd9de7a68a9ecccd141.098681c7ebaadeb9fac802887bf2b87b3f808c80cd569fd3599cffe1.415fc7796.2028a4f2.bot.hackbiji.top,212,0.5518867924528302,0,8,1,0,1,0,25.125,57,4.328562221891685,0,0,1
post.31fcc3b1831cb0edea78478a211528fba0c4c4a0e61f9cf1629563d40.0fa029ad44f6066748bb32b791bd751b6381f6c33cdc4938269e6d5a.4e186642c9cd4d15de6caead29c80b6f7503b2047f7f776e8a575d50.54de6377c.2028a4f2.bot.hackbiji.top,212,0.5613207547169812,0,8,1,0,1,0,25.125,57,4.333821546016482,0,0,1
post.45b7f927d53ad5a9395c78511adc70485675affaa.6d3e3d43f44cbae16c3de613f7a58d12f017483a9c1cf90c74a4a6b3.e24a319aa28eb9e09db5a2cbc17abf41814aa5420b7f34242b6de6c8.feead048a005eb4fcecf727edd40fc897bfe8e13e22d1d70610c1542.146544a0.2028a4f2.bot.hackbiji.top,252,0.5317460317460317,0,9,1,0,0,0,26.666666666666668,56,4.280228371841615,0,0,1
post.375326a7bf889084bb542ca5d68f002d49e92c991ade1d400a7eff85a.5f2b16f337dad0e8b4c1dbf290c9bde6fedf896a805dbfdc3b5b5a9a.448c60196a6b1f95e7962db0f19bf0c4c8bfdc481cac1b400b943aa3.41ac954da.337cecb6.bot.hackbiji.top,212,0.490566037735849,0,8,1,0,1,0,25.125,57,4.295624882673415,0,0,1
post.1350.01f39681e.337cecb6.bot.hackbiji.top,45,0.3333333333333333,0,6,0,0,0,0,6.0,9,4.218870595993136,0,0,1
www.444e13b447a276391fe3f62dd8fa9bd7fe03b1b61.45167b93385255bcdf7a2b8669b080afbfed728a23db274438e63039.5675f27a3b05a1a990111dd499d6e15e6ce8bff3a05ab269657088b4.26244010dbc5d2775730108bb9a0033d03696a338774f070c0812de5.13ee02bef.5a6d07fe.bot.hackbiji.top,252,0.5992063492063492,0,9,1,0,0,0,26.666666666666668,56,4.267599124251495,0,0,1
post.3307b33282e24d58e8ca3eddfd9b05a81aa13300a733dbff4d601e8ed.46027189fd95c5197ee5e0b286af2336d982f2127f50527e33da9eae.14171a8c7e68fe270d1e646620ca2eb9eadc67ad0718b942f47d25f0.76df02b6c.337cecb6.bot.hackbiji.top,212,0.5424528301886793,0,8,1,0,1,0,25.125,57,4.311417404590296,0,0,1
post.360fee9995e37298ef3d19ec805dc10ed6c30cea6446c4149e2746be3.0652a58e5c5190995463c3f273ca8a1ebef11addac2aef80744a5778.ca17ea813a311eb5c9a2d0f0ceb5f8bb3d1280f007f8b2fd396588a0.215fc7796.2028a4f2.bot.hackbiji.top,212,0.5471698113207547,0,8,1,0,1,0,25.125,57,4.327752952398947,0,0,1
post.3cb7063e71dff96fb398762f6014f1a1f862a12f0160c8d9e0afd160c.7b25877251c5c3d8184a45b2c796938f72984b98db6974275ae28c5e.249e30a54f575039892766f0e519f75bb873af34d9b5a6d215cc7949.23f6514be.337cecb6.bot.hackbiji.top,212,0.5990566037735849,0,8,1,0,1,0,25.125,57,4.321122865882084,0,0,1
post.33656ca94ac1ee61381e2ad80143774bdca7e2feb8afbbc3c65381514.843bebba9316c0d26bc9c2ada0d8d5994ad5af2552a95622a9975722.b0c8503e40135484f130a855c173ecde8e5f69f21dff9c690397bff3.763721aa7.337cecb6.bot.hackbiji.top,212,0.5471698113207547,0,8,1,0,1,0,25.125,57,4.323553507162008,0,0,1
api.029fb272a.337cecb6.bot.hackbiji.top,39,0.2564102564102564,0,5,0,0,0,0,6.2,9,4.038499898783,0,0,1
post.37ff29bbde9373fa3fc6b3893445619b114aa043ae0fc87fe43db10df.095731dca1ee8f4e4cc54c768121447048b5aa0759a132609447b9fb.f516117cc7cad952e04b05c1048728ccc7a5b8f2be958311251f3211.67ba12ef3.5a6d07fe.bot.hackbiji.top,212,0.5613207547169812,0,8,1,0,1,0,25.125,57,4.303491991370368,0,0,1
post.1288f526cc3a4500b6cfbe256.a44664f29.337cecb6.bot.hackbiji.top,66,0.4090909090909091,0,6,1,0,1,0,9.5,25,4.3372988087463575,0,0,1
api.1414d3b64.714e2cfa.bot.hackbiji.top,39,0.282051282051282,0,5,0,0,0,0,6.2,9,4.089781950065051,0,0,1
post.34aeb74de3e386bed01800ff00a9e50525d3a61292b792be42f128dee.64427b77f89103f03e6e3473b59698383b723cc3ea7f9ae8c9860001.059d631abd8b9106d34df44143d384df9d73376e4ae7d735cb4d98e5.34589061d.2028a4f2.bot.hackbiji.top,212,0.5943396226415094,0,8,1,0,1,0,25.125,57,4.294983852820259,0,0,1
post.329e353bde87982acbaba7dbd7fa9cdff0f20f3d9702ac1d3d2c0316c.046c1ab7007867eb99ce18b8f10802f78f2941c903bb5a2c1f6ec1a0.7580bc632eb31631680fbd1f3255630990d173f7a2107206eb55671e.961c065f2.337cecb6.bot.hackbiji.top,212,0.5566037735849056,0,8,1,0,1,0,25.125,57,4.271035437856559,0,0,1
post.38e935f32d0bd83b263ca49e54d19e82d063f3e4d5d5e9808271a7c6c.b12b8c86211b6c39fe13434b46e2ea27598a209075a1dd2040c7dae4.537604b25ff07fc3e0285ec06aba3792df0b2978db34c9d9de504883.31f90067f.714e2cfa.bot.hackbiji.top,212,0.5707547169811321,0,8,1,0,1,0,25.125,57,4.332495388235513,0,0,1
api.0699e62d9.337cecb6.bot.hackbiji.top,39,0.282051282051282,0,5,0,0,0,0,6.2,9,4.070425860265988,0,0,1
post.303a438111d3e6abd94647c71a8a2daa8830337112f4797a6a27abda0.c5b3434aafa58db40e7493545e810b8619b3b5b3ff74216d4d899237.832f68ba1c325efefa44ef96a6511bf4fc31475ae752120b1ff4ce63.45a1b6136.714e2cfa.bot.hackbiji.top,212,0.5660377358490566,0,8,1,0,1,0,25.125,57,4.264440896707527,0,0,1
post.3e9c2847f154993b44dcda397c6eacd8f8565428f218dfa9a4d6af1df.2db82ec0a3611b0b70200201e9d7437dabbf186dd1f8205728d72f71.27221f6a7d6211f53d61346aaff8ba4cc234ca9fc5932af2a4f983a2.267c10580.5a6d07fe.bot.hackbiji.top,212,0.5471698113207547,0,8,1,0,1,0,25.125,57,4.292035275149591,0,0,1
post.328027a47e7dd7199d7011127d51eb0b5617146294f6a1906a3f85b2f.923b28ad712e0a76c771d3b38976c3fbc8910d535332b37b7f9e7515.2620b166ee6f41661d1be15db69087770977a9a002c68ec59baaaaee.915fc7796.2028a4f2.bot.hackbiji.top,212,0.6084905660377359,0,8,1,0,1,0,25.125,57,4.270080192963636,0,1,1
www.401f545ea264638b9abd2d2a44840ba459b90d0ff.9c00045fff8a7981a2e49ea7ee6ce365959cae078ebfde928777fb49.84b6c43c6443bcf4a0243b3f9ef5255fc405f37bc834b17849aedefa.32fded893fc3352395c0564aef36a594eb2d0dc856ca6f843c864dee.133f46073.2028a4f2.bot.hackbiji.top,252,0.5515873015873016,0,9,1,0,0,0,26.666666666666668,56,4.240545148522532,0,0,1
www.444e13b447a276391fe3f62dd8fa9bd7fe03b1b61.45167b93385255bcdf7a2b8669b080afbfed728a23db274438e63039.5675f27a3b05a1a990111dd499d6e15e6ce8bff3a05ab269657088b4.26244010dbc5d2775730108bb9a0033d03696a338774f070c0812de5.15e4d4e1f.5a6d07fe.bot.hackbiji.top,252,0.6031746031746031,0,9,1,0,0,0,26.666666666666668,56,4.271537446632447,0,0,1
post.30a7b32e020b482528b40c59712f12a88fb74f2f7c676d33bdba3e131.84b8f5611a148ab85c3e4c8af921b3c2df539489d3da4e684ae58a2e.86c93a6ba376eaa9c55858a98812c61d1348aa9b36d3dad83790c976.867c10580.5a6d07fe.bot.hackbiji.top,212,0.5707547169811321,0,8,1,0,1,0,25.125,57,4.295645703611424,0,0,1
post.31b4e46e81cc1e9c61ea6ad438281965e6a9672f84fefc08b7c9a567a.b1fb52c7d98a2d63f0d6c8a369d5700960c56b187a4e9d71807eeda3.62cdf687f4ad5162141b9d52b3b36310a1ed651b671102fd9cfea1be.524f42253.5a6d07fe.bot.hackbiji.top,212,0.5471698113207547,0,8,1,0,1,0,25.125,57,4.319729446959989,0,0,1
post.19d25258bbfc16f25e669263b.a367072eb.5a6d07fe.bot.hackbiji.top,66,0.4090909090909091,0,6,1,0,1,0,9.5,25,4.367601839049387,0,0,1
api.01e6b5c94.337cecb6.bot.hackbiji.top,39,0.2564102564102564,0,5,0,0,0,0,6.2,9,4.09656816818019,0,0,1
post.4baa8a3808c015dd156e1b5138f3fc4107237cdf5.1bbec35abfb3a880faaabd8343c5830f9a3cb9a95fae264108445ab0.3a4fed5ccf7b13367ec629d0d8ce41066acdc14daa05db13cf9bdb6e.6707980d86ae13b963337847b623359b97a21104dc0ff91407a7158f.24d317de.5a6d07fe.bot.hackbiji.top,252,0.5357142857142857,0,9,1,0,0,0,26.666666666666668,56,4.272691499804661,0,0,1
post.3dc9d41a3dbe1c8adcc53d03491eec265bd64370ae0f9129035fe3ddc.da1936bdbd09163dacbed6e0ad74fdbc2d7fb3f7a239eecbd8edb5a8.25267dc3c69a92d694ae78d73a0288413d3b0506b1cfc417d7c7b0e9.161c065f2.337cecb6.bot.hackbiji.top,212,0.4811320754716981,0,8,1,0,1,0,25.125,57,4.265401878107143,0,0,1
post.3076ddc9d294c05ce608357ca4931d7938a552bd7643886be3afebad6.df56e716f5d8c089471ad2e7781104d5045b980fac70079c2cac6741.a2ced7cd7f6b81fa0162571b3104d03a69b4f999d9ee993ee0838edb.67b303616.714e2cfa.bot.hackbiji.top,212,0.5613207547169812,0,8,1,0,1,0,25.125,57,4.323611289178284,0,0,1
post.3db7ea16d7767dd742ed4c047ff563ec44dcb62385b24264d2dff963b.91f5f479312ea07842012fae798168b1476be468bae82d3bd407c1cc.1cc2b591d5154c11b1b48d6f0450d07d973f465c89edfa2356b69265.8615e06b0.337cecb6.bot.hackbiji.top,212,0.5660377358490566,0,8,1,0,1,0,25.125,57,4.305226010772014,0,0,1
api.071a057ff.714e2cfa.bot.hackbiji.top,39,0.2564102564102564,0,5,0,0,0,0,6.2,9,4.057855988582063,0,0,1
api.136930027.337cecb6.bot.hackbiji.top,39,0.3333333333333333,0,5,0,0,0,0,6.2,9,4.057855988582063,0,0,1
post.385e0882f55d4caa3644086f4ddbdadb3e834cc1e6db1bc20dfba6802.89196544757518f69cd29b9871c89dcbc69784c8ea58b9a795bbf090.1821db6cfc99bf35df7c463f010e01bdd8c3731c076cd36920771334.21ac954da.337cecb6.bot.hackbiji.top,212,0.5471698113207547,0,8,1,0,1,0,25.125,57,4.301150007683221,0,0,1
post.4dbf86b6717452d2c01c041e3f17de2f6e5fdc2ad.9df0a5806219538150afda8003be9233ded1fda2562f0aa2afd1cd69.31e4d6744a890cef06bf1d0aecc285e96e3b19bc33044afb23a4f9b5.3671a4b3f3ef75c68cc29dbdc03f63b0ecdc2d9b86804f70b5b7cefe.6c092ca3.2028a4f2.bot.hackbiji.top,252,0.5079365079365079,0,9,1,0,0,0,26.666666666666668,56,4.284621635049303,0,0,1
post.4a1af21b480f9a352353174cd8e8d4005150c26e4.9754b820fb221cae32d1e0db3dd26ec4a3ffacc9356e402a0cd81bb8.45aa90b77b8c1b614246d68138676b6db8135f58137de6d4a447ae12.42784056b57f0d5f396798383532b6513fc7444d9e592727ff57cdc6.14d317de.5a6d07fe.bot.hackbiji.top,252,0.5912698412698413,0,9,1,0,0,0,26.666666666666668,56,4.295603104469907,0,0,1
post.2c891d2a413432b652aee5f5afc5356d5008c800d5373dfd5b3b66b63.e9b70b38d1e460b142383397b937b3d0d1d60050a3d908480435d004.130bd0905.714e2cfa.bot.hackbiji.top,155,0.5806451612903226,0,7,1,0,1,0,20.714285714285715,57,4.288681338294851,0,0,1
post.1350.07d08067f.2028a4f2.bot.hackbiji.top,45,0.3777777777777777,0,6,0,0,0,0,6.0,9,4.261095807768472,0,0,1
api.135df316f.337cecb6.bot.hackbiji.top,39,0.2564102564102564,0,5,0,0,0,0,6.2,9,4.057855988582063,0,0,1
post.1dfaabbd2f9dbe37d4544cbb6.a615e06b0.337cecb6.bot.hackbiji.top,66,0.303030303030303,0,6,1,0,1,0,9.5,25,4.319946581053529,0,0,1
post.31a5119405e1536d696ba0aa062b554695fae3395a6c84414bc0ed875.9abd00bc382f25bed1d607a07affd28e79ba211380b90970bde48882.cd487999e5626ba55d7d9574d8dac00cd2e8ff19546bc43be378aa41.46df02b6c.337cecb6.bot.hackbiji.top,212,0.5518867924528302,0,8,1,0,1,0,25.125,57,4.325164537479524,0,0,1
post.1350.058a35de8.2028a4f2.bot.hackbiji.top,45,0.3555555555555555,0,6,0,0,0,0,6.0,9,4.22976448478587,0,0,1
post.3f9f27d51d5ba4ee5711614a05a023a912bcfa131c77fd9d55ba63f3d.a26f1eb33a96887f65eb93b89e2f7578269cbd2d9fee3a7760d02b23.0c77a811338a723708e976bc93fef3df048a34c420a078ee47c8a937.419677913.2028a4f2.bot.hackbiji.top,212,0.5754716981132075,0,8,1,0,1,0,25.125,57,4.302202653786258,0,0,1
post.320f01fd68afc798095dd6993353f4ce09487b599f6e0ba001451e2fb.4e3698fb67c9f0f9a2bbf7dfbb74e39243fe80d4cb7216875e76925b.562e6b92a0f7ef8efada229319a7098b190e8cb80fc40e4f406584e2.315fc7796.2028a4f2.bot.hackbiji.top,212,0.5660377358490566,0,8,1,0,1,0,25.125,57,4.288520811671079,0,0,1
post.1300.044664f29.337cecb6.bot.hackbiji.top,45,0.3555555555555555,0,6,0,0,0,0,6.0,9,4.212989206960016,0,0,1
post.1350.07b303616.714e2cfa.bot.hackbiji.top,45,0.3555555555555555,0,6,0,0,0,0,6.0,9,4.246539762611725,0,0,1
post.3db567482d52a233fa3f95a365ac2f85ee5e5b6f64bce7cbe5862afd5.894d347561205ec231d37e156ce929cd09f20ac5158d65047e22a7f8.73af51eb3a2646dc48222620594833b9c2cb8a5a2cf6abf60251f488.86df02b6c.337cecb6.bot.hackbiji.top,212,0.5566037735849056,0,8,1,0,1,0,25.125,57,4.2767185884955685,0,0,1
post.3ac1b7c2a9a568a6f2c8e9b2da10d5ba8485a01804f455658fdcfdef7.54fd7cb04eefffec953db7a6c7ec977a551aade44ad06ec66b2b713e.0097e0fdfb83d654f6d67d11d7e751d7a29b168e5c8927905e1f12dd.678283020.2028a4f2.bot.hackbiji.top,212,0.5188679245283019,0,8,1,0,1,0,25.125,57,4.313738586812758,0,0,1
post.371985de8b5283a16bf5b7410c93877bf4328a77013cb587e28dc1fc1.bbd1c241feaf96cd70c84c47550306be3637c3bf1285fe176336df4d.308aa876dc9fb13c62af45fce858cdcf26f6fc7241c761cc4b28865e.367c10580.5a6d07fe.bot.hackbiji.top,212,0.5518867924528302,0,8,1,0,1,0,25.125,57,4.276490412303612,0,0,1
post.3ac549dc18761732adae9373385d0002237cbb8a2188b65fb9248fffc.5c98434ffeb121aea641a612e7c46c3d4f514336f4ba28a9e7396b57.b67b87eef694e14164f6cbb3a2ff5a20c0ac6cd74700112b128e60d4.8473b6d7e.337cecb6.bot.hackbiji.top,212,0.5518867924528302,0,8,1,0,1,0,25.125,57,4.306985212645606,0,0,1
post.3fe445a897d8b763f2cab1d5904a896cde53a94c337f8aa3d962b372d.82bbef1571efd0b01412b40a0643e3214f4c4728205bbe8ec26a033a.a7868cee20516dbb099d0c41b8c4c5004047e7ac5d2b4588a1c57ec6.96df02b6c.337cecb6.bot.hackbiji.top,212,0.5424528301886793,0,8,1,0,1,0,25.125,57,4.31801516767028,0,0,1
api.056ba6045.337cecb6.bot.hackbiji.top,39,0.282051282051282,0,5,0,0,0,0,6.2,9,3.9872178475009488,0,0,1
post.4f0a78b63a75782d35d6d4a548733c19c7c18845d.6ea6d3b4ea69e45c37742903dbf83e81263ce4c6bd44f6707ba34946.42c8088b4fe1bd2d006146ddd0e821bbe1b1b4cee4e190789a8cc2db.3e63450511f014ca038210cc5734dd1cdc2f0da112dbbfcca8b37fbb.215d09d0.5a6d07fe.bot.hackbiji.top,252,0.5436507936507936,0,9,1,0,0,0,26.666666666666668,56,4.271050860080336,0,0,1
post.365aa4f113f3cb6773e98cb1ea6238dfc050a4f6345e1311a6e74c5b4.ebd09bf847b00895e15ca95ba139039c91e99d32caa43df7e0b22bf5.8134ccc88d1420cb09168110a42e377b755627922b95b9fde977f84b.561c065f2.337cecb6.bot.hackbiji.top,212,0.5660377358490566,0,8,1,0,1,0,25.125,57,4.316850221330981,0,0,1
post.46c48f54496cba52ba486a355095f11a7a191d053.838f6eb603393d2e4cf4b7ef79fce083863f29d4176777ef000c84c4.796d07469caaa14df9c4fd0155d57a4984145770d1859a82edc543a3.d17034c457850ebec6b0474ac6832e2de90dc71b1578a560c02323a5.44d317de.5a6d07fe.bot.hackbiji.top,252,0.5992063492063492,0,9,1,0,0,0,26.666666666666668,56,4.278523714236229,0,0,1
api.0414d3b64.714e2cfa.bot.hackbiji.top,39,0.282051282051282,0,5,0,0,0,0,6.2,9,4.1604200911461655,0,0,1
post.3f6e5fd8e6fc7f6f3013d41359b99f9d871c202d44e804a18bef8980a.e8189299b82ae9878103f5252bcb82c529952dd1cfb96a626cb4bb12.a24e66265937572b15b5a1560a25ce921526123257bcce2ec6b12a79.658a35de8.2028a4f2.bot.hackbiji.top,212,0.589622641509434,0,8,1,0,1,0,25.125,57,4.267746649482049,0,0,1
post.36362b713a8e09f52457104d51bd37344caa41daac4f2769136f15698.6a0101c084044200989735f29471f326a71b5991a398df0764230e1c.dbc94e66e2411436178e979c4a08708123f596af0fff055e562d08eb.578283020.2028a4f2.bot.hackbiji.top,212,0.6556603773584906,0,8,1,0,1,0,25.125,57,4.293556732020362,0,0,1
www.4a12f7568c590633eb1d75217684b7c6fc4336c4c.67b62450faa5b6048c84081468b3e4940c9a0f479515f9ecf6178fbf.f0b19698aa8306bd5d894a9cca2d4335bd6eef3f948429c14f605e0c.4936a58199294140a33257954afc06e191ba35ed9f4af8303782ee61.151fd79ae.337cecb6.bot.hackbiji.top,252,0.5992063492063492,0,9,1,0,0,0,26.666666666666668,56,4.267643891249642,0,0,1
post.3dd96ddcd788bc7e8ec2f72632103e94df85f56669a9b7c6099f9fbb1.4c21d6b7ab3d4b4218cbb151b6c41739fbad29c01015b214c01957fd.6fcb8a3f3307571a2ff8c0764b64d81a38e7ecfd6b45cb29efbd785b.56a3c352c.337cecb6.bot.hackbiji.top,212,0.5188679245283019,0,8,1,0,1,0,25.125,57,4.293097218383773,0,0,1
post.10b8835136f441224.230fa4695.5a6d07fe.bot.hackbiji.top,58,0.4482758620689655,0,6,1,0,1,0,8.166666666666666,17,4.447402761884035,0,0,1
www.180.0af54237.714e2cfa.bot.hackbiji.top,42,0.3095238095238095,0,6,0,0,1,0,5.5,8,4.272804327334621,0,0,1
post.310f036948074de8821201729aa37e9fd0b7e3c1dc4089039c6ead381.cdea3fcb907ce480dc1a42651ffcc981bea267184e4441e791155aab.548ec3fce5f966aa21100c45e5145f0cc11361e6d5cab4c515e899a6.6508070ca.714e2cfa.bot.hackbiji.top,212,0.5566037735849056,0,8,1,0,1,0,25.125,57,4.281407434099085,0,0,1
post.39f40fef3c02db524e7adbd4290aa8dfeab161206a94b50a112414d80.e00c491b58190d3e4e0c807cdb5adfb6d82d2915e718f250e3886c6f.bef749425f3a97492df6a96631fd40323ffc1b683298a1211c3a9182.919677913.2028a4f2.bot.hackbiji.top,212,0.5801886792452831,0,8,1,0,1,0,25.125,57,4.307626060562082,0,0,1
post.3cdbaad4c5fa6263df8ed9a91f20c4287054f2fcdcbb4af29452807f1.6da21350952bb4dc1add5b1a034bb281b92038c4ecc5658067857aef.047737096c818324bb3df8fecb0bdae56dfedbb6b6d27677b1fbf4a6.74de6377c.2028a4f2.bot.hackbiji.top,212,0.5094339622641509,0,8,1,0,1,0,25.125,57,4.299062907102199,0,0,1
api.0ddb1b76.714e2cfa.bot.hackbiji.top,38,0.2105263157894736,0,5,0,0,0,0,6.0,8,4.113206053476117,0,0,1
api.110d91b21.2028a4f2.bot.hackbiji.top,39,0.3333333333333333,0,5,0,0,0,0,6.2,9,4.006573937300012,0,0,1
post.316110ffe8f73053dde01fdb5a8d42be3365b81dce3b39245be65800b.fbb24a2dd9290e0a7f2b29667e0fc17c7ff76db1c567e0c0b533bdd8.9883166024388db5585a62d501f7a1ce1049f7acad766b04398fa7c0.17b303616.714e2cfa.bot.hackbiji.top,212,0.5518867924528302,0,8,1,0,1,0,25.125,57,4.315136080252698,0,0,1
api.14c547f85.337cecb6.bot.hackbiji.top,39,0.282051282051282,0,5,0,0,0,0,6.2,9,4.128494129663178,0,0,1
api.04c547f85.337cecb6.bot.hackbiji.top,39,0.282051282051282,0,5,0,0,0,0,6.2,9,4.128494129663178,0,0,1
post.3fd1a0f458f03fe49345e39823c44b361913df8a26bfdc6cf3a4f16a9.de955728669b363b45ec7f889f2965c88467f8dd1bbb223a0d6b486c.07555b6a6762b03b19f4a677d31b5997c8f5bab21f178e193167fbcf.62e5f2192.2028a4f2.bot.hackbiji.top,212,0.5754716981132075,0,8,1,0,1,0,25.125,57,4.29188358256423,0,0,1
post.36508535fd3e45c562eb9d7a3d672be5571da03656f529cb1439994da.8ba589f139bc08a5475a9fad202260667656f44a31b21c36740fcd68.f346fb6ab68dd43892c4830e96d5a9cb5235fed0ca7fa75118359574.719677913.2028a4f2.bot.hackbiji.top,212,0.6084905660377359,0,8,1,0,1,0,25.125,57,4.300781998355666,0,0,1
post.3d32f3e513d9eddef9984878de7d61a5cad0268e25dd4f49506acd58d.80f92346a2ef28868f81f30598a616610635840e1fa3ba4d7bb825ce.c3b66049920c23380b8147e173378ea0d5097b120a663acf8032d804.26ef20ee1.337cecb6.bot.hackbiji.top,212,0.5801886792452831,0,8,1,0,1,0,25.125,57,4.307578001162687,0,0,1
api.069e709a4.714e2cfa.bot.hackbiji.top,39,0.282051282051282,0,5,0,0,0,0,6.2,9,4.147850219462241,0,0,1
api.1697232b1.337cecb6.bot.hackbiji.top,39,0.3076923076923077,0,5,0,0,0,0,6.2,9,4.006573937300012,0,0,1
www.444e13b447a276391fe3f62dd8fa9bd7fe03b1b61.45167b93385255bcdf7a2b8669b080afbfed728a23db274438e63039.5675f27a3b05a1a990111dd499d6e15e6ce8bff3a05ab269657088b4.26244010dbc5d2775730108bb9a0033d03696a338774f070c0812de5.167a713bd.5a6d07fe.bot.hackbiji.top,252,0.6071428571428571,0,9,1,0,0,0,26.666666666666668,56,4.260797539323083,0,0,1
post.1350.06a3c352c.337cecb6.bot.hackbiji.top,45,0.3111111111111111,0,6,0,0,0,0,6.0,9,4.047548241669875,0,0,1
post.1350.03f6514be.337cecb6.bot.hackbiji.top,45,0.3111111111111111,0,6,0,0,0,0,6.0,9,4.163532262755957,0,0,1
post.1300.046544a0.2028a4f2.bot.hackbiji.top,44,0.3863636363636363,0,6,0,0,0,0,5.833333333333333,8,4.092636948468716,0,0,1
post.3a4d1c151417f0ab1d477671184d9f4418b6d0d877af67a4dca82b556.268e6d9dfe95fe9e667a19f586f3e3c9cd4e1c7b7fa7e2465e82f354.84900daf7ce46533583bb77819da582ed43300cb4866f9129069c31e.278283020.2028a4f2.bot.hackbiji.top,212,0.5943396226415094,0,8,1,0,1,0,25.125,57,4.33405540635064,0,0,1
api.17b914801.337cecb6.bot.hackbiji.top,39,0.3076923076923077,0,5,0,0,0,0,6.2,9,4.109138039864114,0,0,1
api.0b9d100a.2028a4f2.bot.hackbiji.top,38,0.2894736842105263,0,5,0,0,0,0,6.0,8,3.988077434998132,0,0,1
post.1300.02e5f2192.2028a4f2.bot.hackbiji.top,45,0.3777777777777777,0,6,0,0,0,0,6.0,9,4.146756984930102,0,0,1
5a6d07fe.bot.hackbiji.top,25,0.16,0,3,0,0,0,0,6.333333333333333,8,4.0536606896881855,0,0,1
post.4f55ca53ef984ec6af55a7eedf63e6e937fc2ff31.b7f029b0f08ac9734ab4ad1d02b05161ae19b9ae4a5f3de38fbb7fe1.e5804cd104b4068463f37bbb9ae9d10cae05fe8f26c384612cd6d8f9.e7dbdec9556703b3707c1a9545e651570acf90fd30751768ef53ba07.615d09d0.5a6d07fe.bot.hackbiji.top,252,0.5238095238095238,0,9,1,0,0,0,26.666666666666668,56,4.268766067092629,0,0,1
post.3c8e02335ae94557a328c06523bdaff056ee5e49016a87aaba69f8ea1.59265d2426bffd1591c5252c9ee954524cf5320599b0ba29003e153e.88976bc10e1328460492640a739f6f7945ef65eb19f9cbb3f7303bd0.47b83504a.337cecb6.bot.hackbiji.top,212,0.589622641509434,0,8,1,0,1,0,25.125,57,4.286406787590508,0,0,1
post.3c94a3f79f15fd02740b492b77274acc90808f39a49b4c2fc999cfa59.22c46da5dc87d3393b1fc6ab3bfdfeab7ee3f735048439d7a2bae313.74a0a862e7fc0f0c1480fd9d3faa0ece6ea5af85d7d288d87852e6b9.9473b6d7e.337cecb6.bot.hackbiji.top,212,0.5094339622641509,0,8,1,0,1,0,25.125,57,4.2877615178819415,0,0,1
api.03e2e136d.714e2cfa.bot.hackbiji.top,39,0.2564102564102564,0,5,0,0,0,0,6.2,9,4.2117021424282175,0,0,1
www.15e225818535a027a9968db02d79a24152682628e8381762c.254d46ee7.2028a4f2.bot.hackbiji.top,89,0.5842696629213483,0,6,1,0,0,0,13.333333333333334,49,4.3170931522677565,0,0,1
post.3ad0e79d75e079a2bba4458172f57657bf4ff1092c2dedf44abdf5441.7597429f62e14a5bfcbe5ddff89fa1fd4f325f2ced904ba3743b4cd6.1b9bfa50a4c53c1ed231ad5c721566bc0ba1ce08a572fda3df02f6b7.56e1a33aa.714e2cfa.bot.hackbiji.top,212,0.4858490566037736,0,8,1,0,1,0,25.125,57,4.26644969088084,0,0,1
post.3a21ceefcd15d9fee733f6e0875e9fc0b90179b5f99fe1cfeb57f0283.e6a52e1a7567ff6f1cbae6956eea27506e27a8a865552f64f51d65e3.8fac857ec7e6cdb6f19b9ba50f1a5a8ff9514dbacd90074d83c97269.76ef20ee1.337cecb6.bot.hackbiji.top,212,0.5,0,8,1,0,1,0,25.125,57,4.250502523575607,0,0,1
api.060656fe1.5a6d07fe.bot.hackbiji.top,39,0.282051282051282,0,5,0,0,0,0,6.2,9,4.057855988582063,0,0,1
www.444e13b447a276391fe3f62dd8fa9bd7fe03b1b61.45167b93385255bcdf7a2b8669b080afbfed728a23db274438e63039.5675f27a3b05a1a990111dd499d6e15e6ce8bff3a05ab269657088b4.26244010dbc5d2775730108bb9a0033d03696a338774f070c0812de5.1f9e3da5.5a6d07fe.bot.hackbiji.top,251,0.601593625498008,0,9,1,0,0,0,26.55555555555556,56,4.26986308213678,0,0,1
